id,date,store_nbr,family,sales,onpromotion
1047685,2014-08-12,6,BABY CARE,0.0,0
1047686,2014-08-12,6,BEAUTY,4.0,0
1047687,2014-08-12,6,BEVERAGES,1069.0,0
1047688,2014-08-12,6,BOOKS,0.0,0
1047689,2014-08-12,6,BREAD/BAKERY,498.774,1
1047690,2014-08-12,6,CELEBRATION,0.0,0
1047691,2014-08-12,6,CLEANING,892.0,3
1047692,2014-08-12,6,DAIRY,572.0,1
1047693,2014-08-12,6,DELI,219.954,1
1047694,2014-08-12,6,EGGS,147.0,0
1047695,2014-08-12,6,FROZEN FOODS,124.0,1
1047696,2014-08-12,6,GROCERY I,2979.0,9
1047697,2014-08-12,6,GROCERY II,28.0,0
1047698,2014-08-12,6,HARDWARE,1.0,0
1047699,2014-08-12,6,HOME AND KITCHEN I,0.0,0
1047700,2014-08-12,6,HOME AND KITCHEN II,0.0,0
1047701,2014-08-12,6,HOME APPLIANCES,0.0,0
1047702,2014-08-12,6,HOME CARE,0.0,0
1047703,2014-08-12,6,LADIESWEAR,0.0,0
1047704,2014-08-12,6,LAWN AND GARDEN,4.0,0
1047705,2014-08-12,6,LINGERIE,9.0,0
"1047706,2014-08-12,6,""LIQUOR,WINE,BEER"",40.0,0"
1047707,2014-08-12,6,MAGAZINES,0.0,0
1047708,2014-08-12,6,MEATS,373.471,1
1047709,2014-08-12,6,PERSONAL CARE,212.0,0
1047710,2014-08-12,6,PET SUPPLIES,0.0,0
1047711,2014-08-12,6,PLAYERS AND ELECTRONICS,0.0,0
1047712,2014-08-12,6,POULTRY,487.086,1
1047713,2014-08-12,6,PREPARED FOODS,103.023,0
1047714,2014-08-12,6,PRODUCE,6.0,0
1047715,2014-08-12,6,SCHOOL AND OFFICE SUPPLIES,0.0,0
1047716,2014-08-12,6,SEAFOOD,30.362999,0
1047717,2014-08-12,7,AUTOMOTIVE,0.0,0
1047718,2014-08-12,7,BABY CARE,0.0,0
1047719,2014-08-12,7,BEAUTY,1.0,0
1047720,2014-08-12,7,BEVERAGES,1572.0,3
1047721,2014-08-12,7,BOOKS,0.0,0
1047722,2014-08-12,7,BREAD/BAKERY,608.827,1
1047723,2014-08-12,7,CELEBRATION,0.0,0
1047724,2014-08-12,7,CLEANING,1001.0,2
1047725,2014-08-12,7,DAIRY,761.0,0
1047726,2014-08-12,7,DELI,130.465,0
1047727,2014-08-12,7,EGGS,269.0,0
1047728,2014-08-12,7,FROZEN FOODS,215.377,0
1047729,2014-08-12,7,GROCERY I,2945.0,13
1047730,2014-08-12,7,GROCERY II,31.0,0
1047731,2014-08-12,7,HARDWARE,1.0,0
1047732,2014-08-12,7,HOME AND KITCHEN I,0.0,0
1047733,2014-08-12,7,HOME AND KITCHEN II,0.0,0
1047734,2014-08-12,7,HOME APPLIANCES,0.0,0
1047735,2014-08-12,7,HOME CARE,0.0,0
1047736,2014-08-12,7,LADIESWEAR,0.0,0
1047737,2014-08-12,7,LAWN AND GARDEN,10.0,0
1047738,2014-08-12,7,LINGERIE,5.0,0
"1047739,2014-08-12,7,""LIQUOR,WINE,BEER"",83.0,0"
1047740,2014-08-12,7,MAGAZINES,0.0,0
1047741,2014-08-12,7,MEATS,409.21,0
1047742,2014-08-12,7,PERSONAL CARE,169.0,0
1047743,2014-08-12,7,PET SUPPLIES,0.0,0
1047744,2014-08-12,7,PLAYERS AND ELECTRONICS,0.0,0
1047745,2014-08-12,7,POULTRY,553.355,0
1047746,2014-08-12,7,PREPARED FOODS,121.37,0
1047747,2014-08-12,7,PRODUCE,4.0,0
1047748,2014-08-12,7,SCHOOL AND OFFICE SUPPLIES,0.0,0
1047749,2014-08-12,7,SEAFOOD,5.0,0
1047750,2014-08-12,8,AUTOMOTIVE,7.0,0
1047751,2014-08-12,8,BABY CARE,0.0,0
1047752,2014-08-12,8,BEAUTY,9.0,0
1047753,2014-08-12,8,BEVERAGES,1542.0,2
1047754,2014-08-12,8,BOOKS,0.0,0
1047755,2014-08-12,8,BREAD/BAKERY,564.48,0
1047756,2014-08-12,8,CELEBRATION,0.0,0
1047757,2014-08-12,8,CLEANING,888.0,2
1047758,2014-08-12,8,DAIRY,991.0,0
1047759,2014-08-12,8,DELI,158.284,0
1047760,2014-08-12,8,EGGS,287.0,0
1047761,2014-08-12,8,FROZEN FOODS,138.0,1
1047762,2014-08-12,8,GROCERY I,3357.0,7
1047763,2014-08-12,8,GROCERY II,38.0,0
1047764,2014-08-12,8,HARDWARE,0.0,0
1047765,2014-08-12,8,HOME AND KITCHEN I,0.0,0
1047766,2014-08-12,8,HOME AND KITCHEN II,0.0,0
1047767,2014-08-12,8,HOME APPLIANCES,1.0,0
1047768,2014-08-12,8,HOME CARE,0.0,0
1047769,2014-08-12,8,LADIESWEAR,0.0,0
1047770,2014-08-12,8,LAWN AND GARDEN,10.0,0
1047771,2014-08-12,8,LINGERIE,33.0,0
"1047772,2014-08-12,8,""LIQUOR,WINE,BEER"",97.0,0"
1047773,2014-08-12,8,MAGAZINES,0.0,0
1047774,2014-08-12,8,MEATS,438.934,0
1047775,2014-08-12,8,PERSONAL CARE,281.0,1
1047776,2014-08-12,8,PET SUPPLIES,0.0,0
1047777,2014-08-12,8,PLAYERS AND ELECTRONICS,0.0,0
1047778,2014-08-12,8,POULTRY,479.035,0
1047779,2014-08-12,8,PREPARED FOODS,175.325,0
1047780,2014-08-12,8,PRODUCE,0.0,0
1047781,2014-08-12,8,SCHOOL AND OFFICE SUPPLIES,0.0,0
1047782,2014-08-12,8,SEAFOOD,37.496002,0
1047783,2014-08-12,9,AUTOMOTIVE,22.0,0
1047784,2014-08-12,9,BABY CARE,0.0,0
1047785,2014-08-12,9,BEAUTY,2.0,0
1047786,2014-08-12,9,BEVERAGES,877.0,0
1047787,2014-08-12,9,BOOKS,0.0,0
1047788,2014-08-12,9,BREAD/BAKERY,449.0,0
1047789,2014-08-12,9,CELEBRATION,0.0,0
1047790,2014-08-12,9,CLEANING,1196.0,0
1047791,2014-08-12,9,DAIRY,681.0,2
1047792,2014-08-12,9,DELI,414.078,0
1047793,2014-08-12,9,EGGS,208.0,0
1047794,2014-08-12,9,FROZEN FOODS,39.0,0
1047795,2014-08-12,9,GROCERY I,4093.032,1
1047796,2014-08-12,9,GROCERY II,6.0,0
1047797,2014-08-12,9,HARDWARE,1.0,0
1047798,2014-08-12,9,HOME AND KITCHEN I,0.0,0
1047799,2014-08-12,9,HOME AND KITCHEN II,0.0,0
1047800,2014-08-12,9,HOME APPLIANCES,2.0,0
1047801,2014-08-12,9,HOME CARE,0.0,0
1047802,2014-08-12,9,LADIESWEAR,0.0,0
1047803,2014-08-12,9,LAWN AND GARDEN,6.0,1
1047804,2014-08-12,9,LINGERIE,8.0,0
"1047805,2014-08-12,9,""LIQUOR,WINE,BEER"",21.0,0"
1047806,2014-08-12,9,MAGAZINES,0.0,0
1047807,2014-08-12,9,MEATS,273.689,0
1047808,2014-08-12,9,PERSONAL CARE,248.0,0
1047809,2014-08-12,9,PET SUPPLIES,0.0,0
1047810,2014-08-12,9,PLAYERS AND ELECTRONICS,0.0,0
1047811,2014-08-12,9,POULTRY,611.14996,0
1047812,2014-08-12,9,PREPARED FOODS,53.659,0
1047813,2014-08-12,9,PRODUCE,0.0,0
1047814,2014-08-12,9,SCHOOL AND OFFICE SUPPLIES,0.0,0
1047815,2014-08-12,9,SEAFOOD,8.088,0
1047816,2014-08-13,1,AUTOMOTIVE,3.0,0
1047817,2014-08-13,1,BABY CARE,0.0,0
1047818,2014-08-13,1,BEAUTY,0.0,0
1047819,2014-08-13,1,BEVERAGES,1212.0,1
1047820,2014-08-13,1,BOOKS,0.0,0
1047821,2014-08-13,1,BREAD/BAKERY,398.504,1
1047822,2014-08-13,1,CELEBRATION,0.0,0
1047823,2014-08-13,1,CLEANING,736.0,1
1047824,2014-08-13,1,DAIRY,804.0,0
1047825,2014-08-13,1,DELI,129.425,0
1047826,2014-08-13,1,EGGS,170.0,0
1047827,2014-08-13,1,FROZEN FOODS,111.0,0
1047828,2014-08-13,1,GROCERY I,2451.0,5
1047829,2014-08-13,1,GROCERY II,67.0,0
1047830,2014-08-13,1,HARDWARE,3.0,0
1047831,2014-08-13,1,HOME AND KITCHEN I,0.0,0
1047832,2014-08-13,1,HOME AND KITCHEN II,0.0,0
1047833,2014-08-13,1,HOME APPLIANCES,1.0,0
1047834,2014-08-13,1,HOME CARE,0.0,0
1047835,2014-08-13,1,LADIESWEAR,0.0,0
1047836,2014-08-13,1,LAWN AND GARDEN,11.0,2
1047837,2014-08-13,1,LINGERIE,11.0,0
"1047838,2014-08-13,1,""LIQUOR,WINE,BEER"",100.0,0"
1047839,2014-08-13,1,MAGAZINES,0.0,0
1047840,2014-08-13,1,MEATS,368.275,0
1047841,2014-08-13,1,PERSONAL CARE,117.0,0
1047842,2014-08-13,1,PET SUPPLIES,0.0,0
1047843,2014-08-13,1,PLAYERS AND ELECTRONICS,0.0,0
1047844,2014-08-13,1,POULTRY,367.36,0
1047845,2014-08-13,1,PREPARED FOODS,84.0,0
1047846,2014-08-13,1,PRODUCE,2.0,1
1047847,2014-08-13,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
1047848,2014-08-13,1,SEAFOOD,30.58,0
1047849,2014-08-13,10,AUTOMOTIVE,5.0,0
1047850,2014-08-13,10,BABY CARE,0.0,0
1047851,2014-08-13,10,BEAUTY,3.0,0
1047852,2014-08-13,10,BEVERAGES,480.0,0
1047853,2014-08-13,10,BOOKS,0.0,0
1047854,2014-08-13,10,BREAD/BAKERY,114.0,0
1047855,2014-08-13,10,CELEBRATION,0.0,0
1047856,2014-08-13,10,CLEANING,565.0,1
1047857,2014-08-13,10,DAIRY,231.0,0
1047858,2014-08-13,10,DELI,193.0,0
1047859,2014-08-13,10,EGGS,36.0,0
1047860,2014-08-13,10,FROZEN FOODS,22.0,1
1047861,2014-08-13,10,GROCERY I,1908.0,4
1047862,2014-08-13,10,GROCERY II,1.0,0
1047863,2014-08-13,10,HARDWARE,1.0,0
1047864,2014-08-13,10,HOME AND KITCHEN I,0.0,0
1047865,2014-08-13,10,HOME AND KITCHEN II,0.0,0
1047866,2014-08-13,10,HOME APPLIANCES,1.0,0
1047867,2014-08-13,10,HOME CARE,0.0,0
1047868,2014-08-13,10,LADIESWEAR,0.0,0
1047869,2014-08-13,10,LAWN AND GARDEN,0.0,0
1047870,2014-08-13,10,LINGERIE,7.0,0
"1047871,2014-08-13,10,""LIQUOR,WINE,BEER"",2.0,0"
1047872,2014-08-13,10,MAGAZINES,0.0,0
1047873,2014-08-13,10,MEATS,199.911,0
1047874,2014-08-13,10,PERSONAL CARE,136.0,0
1047875,2014-08-13,10,PET SUPPLIES,0.0,0
1047876,2014-08-13,10,PLAYERS AND ELECTRONICS,0.0,0
1047877,2014-08-13,10,POULTRY,170.33301,1
1047878,2014-08-13,10,PREPARED FOODS,16.0,0
1047879,2014-08-13,10,PRODUCE,0.0,0
1047880,2014-08-13,10,SCHOOL AND OFFICE SUPPLIES,0.0,0
1047881,2014-08-13,10,SEAFOOD,0.0,0
1047882,2014-08-13,11,AUTOMOTIVE,12.0,0
1047883,2014-08-13,11,BABY CARE,0.0,0
1047884,2014-08-13,11,BEAUTY,2.0,0
1047885,2014-08-13,11,BEVERAGES,2111.0,5
1047886,2014-08-13,11,BOOKS,0.0,0
1047887,2014-08-13,11,BREAD/BAKERY,504.0,0
1047888,2014-08-13,11,CELEBRATION,0.0,0
1047889,2014-08-13,11,CLEANING,1410.0,2
1047890,2014-08-13,11,DAIRY,409.0,1
1047891,2014-08-13,11,DELI,365.0,0
1047892,2014-08-13,11,EGGS,144.0,0
1047893,2014-08-13,11,FROZEN FOODS,58.935,0
1047894,2014-08-13,11,GROCERY I,4835.254,10
1047895,2014-08-13,11,GROCERY II,13.0,0
1047896,2014-08-13,11,HARDWARE,1.0,0
1047897,2014-08-13,11,HOME AND KITCHEN I,0.0,0
1047898,2014-08-13,11,HOME AND KITCHEN II,0.0,0
1047899,2014-08-13,11,HOME APPLIANCES,0.0,0
1047900,2014-08-13,11,HOME CARE,0.0,0
1047901,2014-08-13,11,LADIESWEAR,0.0,0
1047902,2014-08-13,11,LAWN AND GARDEN,2.0,0
1047903,2014-08-13,11,LINGERIE,16.0,0
"1047904,2014-08-13,11,""LIQUOR,WINE,BEER"",22.0,0"
1047905,2014-08-13,11,MAGAZINES,0.0,0
1047906,2014-08-13,11,MEATS,666.199,0
1047907,2014-08-13,11,PERSONAL CARE,238.0,0
1047908,2014-08-13,11,PET SUPPLIES,0.0,0
1047909,2014-08-13,11,PLAYERS AND ELECTRONICS,0.0,0
1047910,2014-08-13,11,POULTRY,432.793,0
1047911,2014-08-13,11,PREPARED FOODS,19.0,0
1047912,2014-08-13,11,PRODUCE,0.0,0
1047913,2014-08-13,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
1047914,2014-08-13,11,SEAFOOD,6.0,0
1047915,2014-08-13,12,AUTOMOTIVE,2.0,0
1047916,2014-08-13,12,BABY CARE,0.0,0
1047917,2014-08-13,12,BEAUTY,1.0,0
1047918,2014-08-13,12,BEVERAGES,489.0,0
1047919,2014-08-13,12,BOOKS,0.0,0
1047920,2014-08-13,12,BREAD/BAKERY,209.0,0
1047921,2014-08-13,12,CELEBRATION,0.0,0
1047922,2014-08-13,12,CLEANING,592.0,0
1047923,2014-08-13,12,DAIRY,306.0,0
1047924,2014-08-13,12,DELI,165.0,0
1047925,2014-08-13,12,EGGS,100.0,0
1047926,2014-08-13,12,FROZEN FOODS,29.0,0
1047927,2014-08-13,12,GROCERY I,2129.0,0
1047928,2014-08-13,12,GROCERY II,6.0,0
1047929,2014-08-13,12,HARDWARE,1.0,0
1047930,2014-08-13,12,HOME AND KITCHEN I,0.0,0
1047931,2014-08-13,12,HOME AND KITCHEN II,0.0,0
1047932,2014-08-13,12,HOME APPLIANCES,2.0,0
1047933,2014-08-13,12,HOME CARE,0.0,0
1047934,2014-08-13,12,LADIESWEAR,0.0,0
1047935,2014-08-13,12,LAWN AND GARDEN,0.0,0
1047936,2014-08-13,12,LINGERIE,9.0,0
"1047937,2014-08-13,12,""LIQUOR,WINE,BEER"",19.0,0"
1047938,2014-08-13,12,MAGAZINES,0.0,0
1047939,2014-08-13,12,MEATS,152.332,0
1047940,2014-08-13,12,PERSONAL CARE,115.0,0
1047941,2014-08-13,12,PET SUPPLIES,0.0,0
1047942,2014-08-13,12,PLAYERS AND ELECTRONICS,0.0,0
1047943,2014-08-13,12,POULTRY,278.528,0
1047944,2014-08-13,12,PREPARED FOODS,23.0,0
1047945,2014-08-13,12,PRODUCE,0.0,0
1047946,2014-08-13,12,SCHOOL AND OFFICE SUPPLIES,0.0,0
1047947,2014-08-13,12,SEAFOOD,0.0,0
1047948,2014-08-13,13,AUTOMOTIVE,12.0,0
1047949,2014-08-13,13,BABY CARE,0.0,0
1047950,2014-08-13,13,BEAUTY,3.0,0
1047951,2014-08-13,13,BEVERAGES,399.0,0
1047952,2014-08-13,13,BOOKS,0.0,0
1047953,2014-08-13,13,BREAD/BAKERY,108.0,0
1047954,2014-08-13,13,CELEBRATION,0.0,0
1047955,2014-08-13,13,CLEANING,469.0,0
1047956,2014-08-13,13,DAIRY,227.0,1
1047957,2014-08-13,13,DELI,106.0,0
1047958,2014-08-13,13,EGGS,20.0,0
1047959,2014-08-13,13,FROZEN FOODS,12.0,0
1047960,2014-08-13,13,GROCERY I,2286.0,0
1047961,2014-08-13,13,GROCERY II,15.0,0
1047962,2014-08-13,13,HARDWARE,0.0,0
1047963,2014-08-13,13,HOME AND KITCHEN I,0.0,0
1047964,2014-08-13,13,HOME AND KITCHEN II,0.0,0
1047965,2014-08-13,13,HOME APPLIANCES,0.0,0
1047966,2014-08-13,13,HOME CARE,0.0,0
1047967,2014-08-13,13,LADIESWEAR,0.0,0
1047968,2014-08-13,13,LAWN AND GARDEN,0.0,0
1047969,2014-08-13,13,LINGERIE,1.0,0
"1047970,2014-08-13,13,""LIQUOR,WINE,BEER"",8.0,0"
1047971,2014-08-13,13,MAGAZINES,0.0,0
1047972,2014-08-13,13,MEATS,118.973,0
1047973,2014-08-13,13,PERSONAL CARE,130.0,0
1047974,2014-08-13,13,PET SUPPLIES,0.0,0
1047975,2014-08-13,13,PLAYERS AND ELECTRONICS,0.0,0
1047976,2014-08-13,13,POULTRY,68.033,0
1047977,2014-08-13,13,PREPARED FOODS,14.0,0
1047978,2014-08-13,13,PRODUCE,0.0,0
1047979,2014-08-13,13,SCHOOL AND OFFICE SUPPLIES,0.0,0
1047980,2014-08-13,13,SEAFOOD,0.0,0
1047981,2014-08-13,14,AUTOMOTIVE,0.0,0
1047982,2014-08-13,14,BABY CARE,0.0,0
1047983,2014-08-13,14,BEAUTY,0.0,0
1047984,2014-08-13,14,BEVERAGES,0.0,0
1047985,2014-08-13,14,BOOKS,0.0,0
1047986,2014-08-13,14,BREAD/BAKERY,0.0,0
1047987,2014-08-13,14,CELEBRATION,0.0,0
1047988,2014-08-13,14,CLEANING,0.0,0
1047989,2014-08-13,14,DAIRY,0.0,0
1047990,2014-08-13,14,DELI,0.0,0
1047991,2014-08-13,14,EGGS,0.0,0
1047992,2014-08-13,14,FROZEN FOODS,0.0,0
1047993,2014-08-13,14,GROCERY I,0.0,0
1047994,2014-08-13,14,GROCERY II,0.0,0
1047995,2014-08-13,14,HARDWARE,0.0,0
1047996,2014-08-13,14,HOME AND KITCHEN I,0.0,0
1047997,2014-08-13,14,HOME AND KITCHEN II,0.0,0
1047998,2014-08-13,14,HOME APPLIANCES,0.0,0
1047999,2014-08-13,14,HOME CARE,0.0,0
1048000,2014-08-13,14,LADIESWEAR,0.0,0
1048001,2014-08-13,14,LAWN AND GARDEN,0.0,0
1048002,2014-08-13,14,LINGERIE,0.0,0
"1048003,2014-08-13,14,""LIQUOR,WINE,BEER"",0.0,0"
1048004,2014-08-13,14,MAGAZINES,0.0,0
1048005,2014-08-13,14,MEATS,0.0,0
1048006,2014-08-13,14,PERSONAL CARE,0.0,0
1048007,2014-08-13,14,PET SUPPLIES,0.0,0
1048008,2014-08-13,14,PLAYERS AND ELECTRONICS,0.0,0
1048009,2014-08-13,14,POULTRY,0.0,0
1048010,2014-08-13,14,PREPARED FOODS,0.0,0
1048011,2014-08-13,14,PRODUCE,0.0,0
1048012,2014-08-13,14,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048013,2014-08-13,14,SEAFOOD,0.0,0
1048014,2014-08-13,15,AUTOMOTIVE,1.0,0
1048015,2014-08-13,15,BABY CARE,0.0,0
1048016,2014-08-13,15,BEAUTY,1.0,0
1048017,2014-08-13,15,BEVERAGES,661.0,0
1048018,2014-08-13,15,BOOKS,0.0,0
1048019,2014-08-13,15,BREAD/BAKERY,169.0,0
1048020,2014-08-13,15,CELEBRATION,0.0,0
1048021,2014-08-13,15,CLEANING,581.0,1
1048022,2014-08-13,15,DAIRY,311.0,1
1048023,2014-08-13,15,DELI,240.0,0
1048024,2014-08-13,15,EGGS,64.0,0
1048025,2014-08-13,15,FROZEN FOODS,57.0,0
1048026,2014-08-13,15,GROCERY I,2324.0,1
1048027,2014-08-13,15,GROCERY II,3.0,0
1048028,2014-08-13,15,HARDWARE,0.0,0
1048029,2014-08-13,15,HOME AND KITCHEN I,0.0,0
1048030,2014-08-13,15,HOME AND KITCHEN II,0.0,0
1048031,2014-08-13,15,HOME APPLIANCES,0.0,0
1048032,2014-08-13,15,HOME CARE,0.0,0
1048033,2014-08-13,15,LADIESWEAR,0.0,0
1048034,2014-08-13,15,LAWN AND GARDEN,0.0,0
1048035,2014-08-13,15,LINGERIE,5.0,0
"1048036,2014-08-13,15,""LIQUOR,WINE,BEER"",43.0,0"
1048037,2014-08-13,15,MAGAZINES,0.0,0
1048038,2014-08-13,15,MEATS,120.395996,0
1048039,2014-08-13,15,PERSONAL CARE,167.0,0
1048040,2014-08-13,15,PET SUPPLIES,0.0,0
1048041,2014-08-13,15,PLAYERS AND ELECTRONICS,0.0,0
1048042,2014-08-13,15,POULTRY,173.151,0
1048043,2014-08-13,15,PREPARED FOODS,21.0,0
1048044,2014-08-13,15,PRODUCE,0.0,0
1048045,2014-08-13,15,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048046,2014-08-13,15,SEAFOOD,5.0,0
1048047,2014-08-13,16,AUTOMOTIVE,2.0,0
1048048,2014-08-13,16,BABY CARE,0.0,0
1048049,2014-08-13,16,BEAUTY,0.0,0
1048050,2014-08-13,16,BEVERAGES,681.0,0
1048051,2014-08-13,16,BOOKS,0.0,0
1048052,2014-08-13,16,BREAD/BAKERY,250.0,0
1048053,2014-08-13,16,CELEBRATION,0.0,0
1048054,2014-08-13,16,CLEANING,923.0,0
1048055,2014-08-13,16,DAIRY,208.0,0
1048056,2014-08-13,16,DELI,200.0,0
1048057,2014-08-13,16,EGGS,170.0,0
1048058,2014-08-13,16,FROZEN FOODS,11.0,0
1048059,2014-08-13,16,GROCERY I,2160.0,0
1048060,2014-08-13,16,GROCERY II,1.0,0
1048061,2014-08-13,16,HARDWARE,0.0,0
1048062,2014-08-13,16,HOME AND KITCHEN I,0.0,0
1048063,2014-08-13,16,HOME AND KITCHEN II,0.0,0
1048064,2014-08-13,16,HOME APPLIANCES,0.0,0
1048065,2014-08-13,16,HOME CARE,0.0,0
1048066,2014-08-13,16,LADIESWEAR,0.0,0
1048067,2014-08-13,16,LAWN AND GARDEN,0.0,0
1048068,2014-08-13,16,LINGERIE,0.0,0
